Wage,Age,Overall,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
1,27,70,70,1,1,2,3,163,68,38,62,63,34,65,64,59,62,69,74,73,76,66,82,59,78,79,67,50,70,63,47,47,49,67,69,73,72
1,30,70,70,0,1,4,3,157,71,61,61,67,72,77,45,55,56,71,71,72,83,66,81,71,54,62,61,67,45,34,61,71,66,62,10,24,23
1,25,70,73,1,1,2,3,161,73,59,50,72,60,72,73,67,70,71,51,65,72,69,66,68,60,67,59,72,39,59,68,74,55,71,61,65,63
1,34,70,70,1,1,3,2,183,42,31,70,62,33,53,42,21,58,60,46,46,56,67,49,52,71,58,80,28,68,70,25,45,42,72,72,66,66
1,22,70,75,0,1,2,3,150,64,67,58,62,66,71,62,34,55,71,92,89,78,65,76,73,78,76,69,64,59,32,69,60,61,70,38,21,20
1,25,70,74,0,1,3,3,154,63,26,60,66,37,66,59,41,64,65,78,79,72,67,74,57,63,78,61,40,66,66,55,59,59,64,67,68,70
1,28,70,70,1,1,3,2,165,69,61,61,65,58,54,54,47,63,73,67,69,71,72,62,72,68,83,74,52,74,70,66,64,52,68,70,65,61
1,23,70,78,0,1,3,3,159,69,40,66,69,39,72,59,38,63,70,75,73,64,62,75,55,68,70,69,47,58,64,54,48,54,66,63,70,72
1,31,70,70,0,1,4,3,174,62,60,58,61,56,71,61,54,57,69,85,92,73,66,78,83,80,88,65,61,71,24,66,64,65,72,55,40,37
1,30,70,70,1,1,3,3,179,48,56,60,71,63,65,46,49,74,73,67,74,78,76,72,72,80,67,67,49,74,40,72,73,49,68,38,43,40
1,30,70,70,0,1,3,2,170,49,44,70,63,36,54,45,54,60,55,57,64,53,63,53,72,60,71,75,61,80,65,50,49,47,66,72,67,70
1,22,70,80,1,1,4,3,146,64,49,33,75,47,74,71,53,65,74,82,65,90,64,84,59,71,72,41,59,55,41,58,69,44,58,65,49,44
1,31,70,70,0,1,4,3,194,49,70,70,65,71,63,70,64,53,69,62,66,58,68,54,75,72,64,84,66,78,33,68,44,73,72,12,13,14
1,20,70,81,1,1,2,2,170,31,33,74,59,22,45,34,25,62,55,67,77,54,56,52,42,64,64,78,25,65,68,31,47,42,62,68,75,72
1,27,70,71,1,1,3,3,172,70,54,58,69,43,67,70,68,62,73,75,82,66,65,65,76,72,82,72,66,73,63,64,59,52,66,60,69,68
1,27,70,70,0,2,3,2,172,58,38,71,67,39,61,44,43,69,67,67,65,66,66,66,65,70,68,75,47,76,70,56,55,50,67,70,72,69
1,24,70,77,0,1,3,2,134,71,34,69,70,36,61,52,49,42,70,78,77,79,62,83,67,82,68,31,41,61,63,56,51,48,64,61,71,72
1,30,70,70,0,1,3,3,181,66,55,65,72,59,64,58,47,70,69,42,48,51,69,49,77,53,63,77,69,68,73,59,73,57,76,65,69,62
1,21,70,81,0,1,3,3,139,76,45,56,76,43,69,75,42,72,73,64,67,63,66,71,58,64,70,59,52,69,64,69,61,48,62,67,70,72
1,24,70,73,0,1,2,3,163,63,61,52,67,46,73,72,50,68,71,78,80,83,64,70,68,57,69,71,66,34,30,66,69,62,71,31,24,23
1,28,70,71,0,1,1,1,205,11,11,23,32,14,12,16,14,22,22,38,37,43,68,35,24,68,25,74,15,44,18,19,33,21,37,15,12,15
1,26,70,72,0,1,2,2,194,55,32,64,62,33,48,29,35,59,59,62,73,57,66,58,58,81,55,87,41,72,63,35,55,31,50,68,71,66
1,23,70,75,0,1,3,2,159,53,36,71,70,31,55,30,59,62,70,68,67,66,60,66,42,74,66,65,44,64,72,39,50,50,64,65,72,70
1,29,70,70,1,1,4,3,165,72,52,64,66,56,73,61,48,66,64,78,75,63,67,68,58,48,79,76,58,62,67,63,68,51,65,68,67,63
1,26,70,70,0,1,3,3,163,64,71,47,66,59,72,60,63,52,70,82,82,78,67,83,77,67,77,61,65,52,36,70,63,68,68,31,32,31
1,25,70,73,0,1,3,2,212,31,28,77,60,29,35,27,22,46,50,31,33,34,65,33,50,34,35,94,24,74,66,28,51,38,60,67,70,65
1,29,70,70,0,1,4,2,172,56,21,75,55,24,56,47,34,47,59,71,72,63,65,71,77,77,65,85,55,83,63,53,64,34,68,71,61,65
1,25,70,73,0,1,3,3,168,63,64,42,72,51,68,64,62,69,73,73,66,74,61,78,64,64,73,60,64,45,32,63,71,55,61,48,30,28
1,26,70,73,0,1,2,3,198,42,78,77,62,58,66,42,34,31,69,34,47,34,68,33,71,34,68,90,62,59,24,72,53,72,61,27,27,27
1,18,70,84,0,1,3,3,168,47,48,64,73,44,69,47,45,70,73,69,72,66,69,58,67,71,70,74,46,72,69,67,65,47,70,69,71,61
1,34,70,70,0,2,3,2,176,70,61,64,74,59,62,70,71,66,70,32,50,66,69,66,68,68,61,71,62,74,67,60,58,65,70,73,72,68
1,27,69,69,0,1,4,3,174,66,60,61,73,64,67,69,68,68,70,67,70,67,63,68,77,58,72,70,72,74,64,62,65,64,58,65,67,65
1,28,69,69,1,1,3,3,152,78,41,55,71,47,64,74,32,71,72,72,70,64,57,69,51,74,66,69,50,64,70,38,72,35,58,60,70,70
1,25,69,73,0,1,3,3,179,30,69,68,63,45,67,32,27,52,68,75,79,64,65,66,70,71,78,79,50,78,26,67,57,66,65,38,35,37
1,29,69,69,1,1,3,3,152,70,60,61,69,59,70,58,41,61,67,77,78,67,68,80,68,72,67,79,57,84,64,60,57,33,68,66,67,66
1,30,69,69,0,1,3,3,168,55,67,64,69,68,68,69,72,71,70,66,70,63,64,60,75,46,67,62,74,69,46,70,66,68,67,34,48,45
1,20,69,82,0,1,3,2,187,27,18,68,62,20,62,28,25,59,62,59,69,65,66,46,40,67,68,83,22,70,65,28,59,30,63,65,70,67
1,29,69,69,0,1,4,3,165,60,61,53,69,66,65,63,54,66,70,73,68,59,66,62,75,59,75,70,72,55,62,62,70,62,55,64,63,63
1,27,69,72,0,1,3,2,176,30,28,68,60,27,39,34,35,55,54,42,54,32,63,33,47,65,66,83,27,72,66,31,31,43,62,70,72,62
1,27,69,69,0,1,4,2,152,66,64,41,65,49,69,64,50,58,69,91,89,89,52,84,65,82,85,42,59,58,23,57,51,58,49,41,23,21
1,27,69,69,0,1,3,3,159,64,62,67,71,63,69,69,63,69,73,72,72,77,68,69,72,67,65,62,66,57,65,69,68,61,65,66,57,51
1,28,69,71,1,1,3,2,196,28,25,69,54,31,37,33,28,29,59,50,51,45,51,48,40,80,60,77,26,58,58,28,32,46,60,74,76,73
1,28,69,69,1,1,3,3,172,58,61,62,68,55,67,59,60,68,68,67,65,72,70,69,70,76,86,74,65,71,60,69,65,68,67,62,61,59
1,22,69,78,0,1,3,3,161,65,60,62,66,25,66,38,29,55,68,86,85,74,65,64,49,60,73,63,25,58,66,44,43,49,59,64,68,63
1,22,69,77,0,1,4,2,157,68,35,52,69,20,66,38,18,55,62,72,67,71,62,70,43,61,77,60,27,58,69,53,52,41,50,68,70,67
1,34,69,69,0,1,3,3,137,64,58,45,67,70,75,68,40,50,67,86,85,83,68,87,50,64,70,59,46,30,40,72,67,68,73,23,35,26
1,20,69,78,0,1,3,3,152,36,73,68,69,57,75,40,32,53,73,65,64,62,68,73,60,67,63,63,58,39,24,65,52,57,53,32,18,20
1,20,69,80,1,1,3,2,179,28,23,58,69,30,45,37,33,71,70,67,65,63,68,60,47,54,67,76,24,68,71,32,34,35,63,67,72,69
1,28,69,69,1,1,2,2,157,64,28,57,66,38,59,55,30,59,62,73,77,58,65,72,71,68,82,71,51,72,58,59,44,43,62,63,70,73
1,37,69,69,0,2,3,2,185,53,29,72,60,32,46,51,35,57,60,29,32,49,63,54,49,57,30,77,23,64,71,32,55,47,69,72,70,68
1,20,69,81,0,1,3,4,163,55,69,61,66,65,75,57,45,62,70,89,94,83,56,67,67,69,74,70,60,49,23,64,59,52,58,43,45,50
1,28,69,69,0,1,3,2,183,33,27,66,55,36,42,40,45,59,45,63,55,48,58,45,60,73,71,80,44,69,71,31,35,59,56,69,70,70
1,32,69,69,0,1,3,3,170,41,52,37,75,42,71,72,60,72,70,71,52,77,59,59,63,63,63,77,57,68,69,59,67,40,76,62,69,64
1,21,69,78,0,1,3,2,168,25,23,66,58,28,28,26,24,42,44,54,55,42,64,58,42,72,63,71,25,57,71,29,32,38,65,70,75,73
1,20,69,80,1,1,3,3,170,73,29,65,71,30,67,57,29,63,71,77,75,73,66,66,41,64,67,69,26,60,63,41,49,31,59,64,67,66
1,32,69,69,0,1,3,1,185,11,15,11,47,12,13,15,12,45,22,28,33,24,70,37,20,51,25,61,13,39,22,13,51,19,42,30,15,13
1,30,69,69,1,1,3,1,201,13,10,12,17,12,10,17,16,12,20,57,54,64,64,56,25,60,38,74,13,21,12,10,34,25,50,15,14,12
1,21,69,79,0,1,2,3,154,74,69,57,59,60,74,53,42,45,71,82,76,74,62,68,69,75,62,45,69,31,21,67,58,68,52,24,16,15
1,24,69,74,0,1,3,3,163,51,52,58,73,48,66,56,55,70,66,64,69,76,70,72,65,54,80,71,62,67,69,56,68,57,62,62,65,60
1,23,69,74,0,1,3,2,179,22,17,67,62,24,51,25,22,60,61,54,57,61,63,52,32,79,67,77,19,74,64,23,51,31,63,71,69,67
1,24,69,72,0,1,3,2,165,38,29,57,64,40,53,44,43,59,64,70,68,72,66,75,57,83,90,70,28,88,67,34,49,40,61,65,69,73
1,22,69,79,0,1,3,3,157,68,63,35,63,38,72,39,35,52,69,83,83,82,66,70,54,55,70,50,40,53,26,67,63,50,65,45,25,26
1,28,69,72,0,1,3,1,187,8,20,12,12,13,13,14,13,11,23,51,48,48,73,51,15,70,33,67,16,24,24,15,26,14,58,23,14,14
1,29,68,68,0,1,2,2,198,40,69,75,62,63,57,55,40,35,64,51,52,52,64,54,67,68,66,89,58,70,17,71,56,66,63,13,21,24
1,25,68,71,1,1,3,3,154,62,69,65,63,41,68,44,33,57,71,73,73,70,68,57,62,59,65,67,62,52,44,69,57,60,62,19,23,14
1,19,68,84,1,1,2,3,172,64,34,67,68,32,65,48,31,62,65,73,75,59,60,54,42,67,59,79,36,68,65,51,45,37,64,69,71,72
1,21,68,79,0,1,3,3,172,51,56,58,73,44,64,52,61,66,68,67,65,59,67,56,72,59,64,67,71,78,69,59,67,46,65,64,68,63
1,23,68,75,1,1,3,3,159,65,65,36,68,40,72,62,43,59,71,69,69,68,64,78,54,52,55,59,62,50,39,66,65,44,61,25,45,47
1,27,68,68,1,1,3,4,172,64,62,56,64,57,71,54,45,57,68,80,76,79,58,72,66,72,66,71,59,54,18,66,62,48,55,30,12,10
1,28,68,68,0,1,4,3,154,68,66,44,61,59,70,63,41,62,63,73,79,70,72,75,70,61,84,61,60,65,56,68,64,49,52,66,58,45
1,29,68,68,1,1,3,3,170,69,60,58,71,57,70,61,72,70,72,64,63,76,67,69,56,61,82,66,57,69,45,68,67,40,63,51,60,59
1,19,68,82,0,1,2,3,165,62,69,62,58,66,72,68,31,51,66,88,85,75,59,58,67,62,72,69,53,67,36,66,62,70,66,34,50,38
1,34,68,68,0,1,3,2,159,57,40,67,43,44,64,72,62,30,56,63,71,53,71,61,50,77,50,55,50,73,69,42,56,46,72,70,70,72
1,24,68,71,0,1,2,2,183,34,19,67,52,23,44,27,21,38,55,77,76,56,54,35,34,69,75,80,21,67,67,33,42,32,49,66,67,69
1,25,68,73,0,1,3,2,154,31,22,64,56,33,39,27,25,48,55,54,61,47,67,44,35,83,67,73,23,63,70,28,44,36,48,69,67,70
1,34,68,68,0,1,3,2,179,51,46,56,65,41,61,52,48,68,67,57,54,60,62,51,60,57,84,81,51,74,64,56,46,66,74,67,71,59
1,29,68,68,0,1,2,1,181,13,13,16,23,13,14,11,11,18,21,47,47,33,61,45,18,56,40,64,13,24,21,14,53,21,57,19,14,15
1,29,68,68,0,1,3,3,176,57,49,67,67,57,68,49,64,65,69,59,54,56,66,64,80,77,70,85,70,73,66,64,64,55,70,60,69,66
1,30,68,68,1,1,3,2,192,58,32,65,62,42,62,46,55,59,66,60,65,62,68,53,55,74,76,76,49,66,72,46,46,29,54,64,72,70
1,24,68,73,0,1,3,2,174,43,68,62,61,63,64,43,32,33,61,84,83,70,63,67,66,81,71,76,60,46,16,66,52,60,62,33,24,16
1,34,68,68,0,1,3,2,181,58,47,73,69,56,57,73,61,58,77,62,66,60,66,49,72,54,58,77,49,70,73,57,43,64,63,71,58,71
1,21,68,76,0,1,3,1,187,15,20,15,28,19,15,13,17,17,21,51,41,43,57,46,19,56,27,68,15,21,21,17,28,23,51,8,17,16
1,26,68,68,1,1,4,3,159,65,59,61,70,63,69,68,65,68,67,69,68,72,69,72,66,36,44,57,59,43,36,72,72,59,72,36,38,32
1,32,68,68,1,1,2,2,181,71,49,63,67,54,66,71,69,66,69,56,53,67,65,59,74,63,75,74,68,78,64,59,59,61,71,63,69,67
1,35,67,67,0,1,3,2,185,69,61,74,68,71,62,65,46,65,66,37,30,72,65,38,74,76,68,89,74,77,66,65,66,46,71,64,61,61
1,25,67,68,1,1,4,4,148,60,56,48,64,55,69,69,48,56,66,80,74,81,63,76,71,65,67,62,62,55,42,67,65,42,55,46,43,50
1,24,67,70,0,1,3,3,148,64,57,30,62,56,67,50,41,55,66,79,78,84,67,80,58,71,77,63,52,42,20,58,63,55,57,22,25,24
1,28,67,69,0,1,3,1,174,13,13,12,18,14,13,14,14,17,22,41,44,55,62,50,23,52,39,55,15,12,24,13,14,22,47,15,12,13
1,18,67,86,0,1,3,3,176,39,69,59,59,60,70,59,32,47,69,69,73,71,63,67,68,60,59,65,54,52,11,68,60,62,69,22,13,21
1,26,67,67,0,1,3,3,165,68,77,46,50,67,74,45,62,49,73,84,82,74,63,71,50,61,72,53,73,50,41,71,52,63,72,18,37,35
1,28,67,67,1,1,2,2,179,63,38,70,60,33,58,58,35,58,60,55,39,63,65,50,75,59,68,79,66,66,63,48,38,44,65,62,68,65
1,25,67,70,0,1,4,2,194,32,67,70,54,62,64,43,33,30,59,66,69,65,61,58,65,78,71,89,54,61,17,69,51,62,64,19,20,22
1,32,67,67,0,1,1,1,165,14,15,11,29,11,13,18,16,30,23,52,46,49,65,30,21,70,20,60,15,30,19,10,46,23,55,29,13,14
1,24,67,72,0,1,3,1,185,15,17,15,26,15,14,17,13,32,20,38,39,47,63,40,34,65,40,68,11,27,17,5,27,14,37,16,12,16
1,31,67,67,0,1,3,3,170,58,53,61,64,45,64,58,59,61,65,60,54,69,67,68,59,73,76,67,60,73,66,44,51,57,61,69,72,71
1,25,67,71,1,1,3,3,161,67,44,55,61,41,63,64,61,57,63,67,68,69,64,74,45,69,75,69,45,49,65,56,61,52,59,66,68,64
1,19,67,81,0,1,3,2,154,51,34,55,73,37,66,45,47,66,62,51,53,64,64,70,61,62,56,58,55,66,69,45,66,48,71,66,65,68
1,18,67,86,0,1,2,4,154,52,51,38,73,48,70,55,51,69,70,65,63,70,58,69,68,57,63,54,63,55,54,61,67,46,70,52,49,48
1,32,67,67,0,1,4,3,159,68,60,44,65,62,70,72,57,62,72,74,66,72,65,85,68,63,47,47,61,50,48,64,65,59,68,41,34,31
1,21,66,78,0,1,3,3,159,52,47,65,72,47,59,47,39,59,66,51,52,56,59,66,65,58,68,68,45,64,63,57,52,45,59,68,66,64
1,25,66,70,0,1,5,2,172,35,65,61,54,60,60,37,47,51,63,79,79,71,59,62,72,54,69,82,62,55,27,61,44,61,56,32,35,28
1,30,66,66,0,1,3,2,137,61,27,59,61,25,62,55,34,60,64,85,82,82,65,73,28,64,71,66,25,68,62,61,58,34,65,58,60,62
1,17,66,84,0,1,3,2,154,49,56,60,68,39,60,59,51,64,62,76,71,76,65,69,63,56,62,62,58,69,62,43,61,54,60,65,68,66
1,20,66,80,0,1,3,2,159,51,42,57,68,42,60,49,44,61,62,65,70,69,63,76,62,68,66,70,47,70,60,52,57,50,55,73,64,62
1,29,66,66,0,1,4,3,150,53,46,50,67,42,65,49,41,63,68,70,71,70,72,71,55,49,80,63,58,71,62,59,64,44,65,54,64,58
1,27,66,67,0,1,3,2,174,65,51,57,66,51,59,50,45,51,64,77,77,70,65,67,52,56,75,76,61,66,57,60,53,59,49,60,63,64
1,21,66,77,0,1,3,3,159,55,54,58,71,41,68,44,42,65,68,66,68,74,57,63,60,75,80,70,51,72,56,59,67,53,62,57,63,60
1,19,66,84,1,1,3,4,134,56,62,37,63,45,77,62,61,55,70,76,71,87,57,92,56,55,54,32,54,48,30,64,60,60,61,42,33,27
1,24,66,72,1,1,3,1,179,11,10,11,30,12,13,17,18,34,20,40,49,35,52,51,18,54,36,60,10,20,21,13,42,16,50,9,16,17
1,20,66,79,0,1,3,2,170,47,56,64,71,41,60,43,34,66,66,62,69,68,64,58,58,68,90,77,48,78,64,60,57,55,59,64,68,64
1,34,66,66,0,1,3,2,139,40,67,66,52,55,57,37,45,31,62,77,76,68,60,76,62,81,77,69,60,45,35,75,41,50,64,20,16,23
1,25,66,72,1,1,4,3,174,65,50,66,65,58,67,63,61,63,68,64,54,61,62,55,68,57,62,66,68,66,65,60,64,49,58,63,67,64
1,22,66,73,0,1,3,3,174,63,28,53,64,33,63,65,54,52,66,74,72,70,61,70,56,73,71,64,52,67,62,54,58,46,67,66,62,65
1,20,66,75,0,1,3,3,216,55,61,60,55,52,63,48,38,45,59,72,77,45,58,42,75,69,70,92,67,72,35,62,58,40,55,37,34,30
1,21,66,77,0,1,3,3,141,59,60,62,57,55,67,61,56,49,68,87,76,74,63,65,64,82,58,77,60,70,42,63,60,58,64,30,41,28
1,22,66,74,0,1,3,1,176,15,16,14,31,15,18,18,15,24,18,59,48,35,59,45,20,70,34,70,20,21,20,14,35,20,52,12,17,20
1,23,66,74,0,1,3,3,170,58,55,55,69,48,75,48,52,65,68,68,73,69,59,66,60,64,63,61,59,50,50,55,60,50,60,56,60,53
1,23,66,72,1,1,3,3,154,72,47,53,60,42,71,67,47,57,69,69,70,70,62,71,48,60,67,71,51,55,62,47,57,52,57,66,67,61
1,21,66,77,0,1,4,3,165,61,63,41,60,47,67,60,67,56,64,87,85,84,49,66,66,51,70,53,70,46,26,63,65,51,59,30,35,32
1,22,66,76,1,1,3,2,192,40,33,71,54,35,40,30,30,45,55,55,61,54,50,52,52,71,63,72,25,60,58,21,34,38,57,75,68,65
1,30,66,66,0,1,3,1,192,19,15,19,28,17,17,11,15,34,18,46,34,47,70,41,19,62,34,62,16,33,16,6,45,18,42,22,15,13
1,32,66,66,0,1,3,2,172,62,66,75,64,63,62,60,53,58,62,55,57,61,72,59,63,81,84,71,53,65,67,68,63,55,61,50,66,60
1,21,65,74,0,1,3,3,168,65,62,47,64,50,69,65,47,58,66,83,79,83,48,75,60,70,69,65,58,38,20,58,48,48,49,28,30,27
1,29,65,65,0,1,2,1,201,13,13,11,32,12,15,12,18,22,23,32,36,48,60,42,22,45,30,51,15,22,12,7,27,19,35,8,13,13
1,22,65,75,0,1,3,3,154,57,57,45,73,38,68,47,45,70,71,65,62,59,63,65,62,54,54,57,49,44,37,66,68,44,59,56,44,46
1,20,65,80,0,1,3,2,165,51,57,66,73,46,57,51,53,64,63,67,66,63,64,64,68,56,70,62,56,64,59,45,65,63,60,65,65,63
1,21,65,75,0,1,4,3,139,47,67,59,52,54,65,56,33,34,66,80,86,85,59,74,66,67,67,63,58,32,31,61,52,69,58,30,34,18
1,31,65,65,1,1,3,3,163,65,56,54,70,60,68,54,60,60,71,74,70,83,64,69,60,60,74,69,62,55,50,60,64,60,68,52,50,38
1,24,65,71,0,1,3,3,176,40,62,60,60,54,66,54,42,50,67,81,78,64,53,59,64,80,78,78,50,70,29,64,59,64,54,22,17,17
1,19,65,75,0,1,3,3,148,45,60,56,72,47,61,45,49,65,66,69,72,66,64,79,63,59,58,49,58,66,49,59,66,55,59,49,57,62
1,23,65,72,0,1,3,3,154,53,68,58,51,48,65,56,60,30,63,79,75,68,57,60,62,69,76,68,58,36,18,69,55,58,64,29,15,17
1,20,64,79,1,1,3,4,161,56,44,37,58,48,71,52,49,49,68,84,79,79,49,80,50,59,64,55,45,48,27,57,60,50,60,26,26,23
1,23,64,71,0,1,3,3,163,50,63,64,59,48,69,50,42,43,68,72,68,70,60,73,64,70,54,53,60,38,12,65,58,68,53,45,17,15
1,17,64,85,0,1,3,4,141,60,61,36,59,55,67,67,58,49,67,78,79,73,53,68,69,47,61,44,60,39,24,58,59,64,60,37,30,31
1,19,64,84,0,1,3,3,154,33,66,51,54,56,65,43,38,46,62,87,82,76,66,72,60,73,54,56,59,43,16,65,52,57,60,14,19,15
1,21,63,75,0,1,3,1,172,16,12,17,28,15,17,16,19,27,19,41,49,36,63,45,26,57,41,64,14,25,20,15,30,24,33,13,17,15
1,19,63,76,0,1,3,3,165,45,62,51,58,48,62,48,42,35,65,75,78,71,59,73,59,66,62,64,59,66,21,64,57,64,57,20,16,16
1,20,63,74,0,1,3,2,192,31,61,66,54,52,61,38,34,30,63,68,75,53,46,43,67,64,51,82,52,61,18,56,41,61,48,22,21,18
1,20,63,78,0,1,3,2,172,49,33,57,65,46,61,48,43,60,66,49,50,59,55,46,57,52,60,75,47,71,61,53,66,42,55,62,61,60
1,21,62,73,0,1,3,3,176,63,40,39,69,55,68,63,41,56,69,63,70,62,53,54,65,40,67,67,62,55,52,50,60,52,58,62,52,47
1,22,62,69,0,1,3,2,159,50,52,57,65,46,61,49,43,58,63,70,72,61,63,60,60,58,79,70,48,68,55,55,57,49,50,56,60,54
1,20,61,72,1,1,3,3,150,45,62,57,51,47,61,42,27,41,59,75,73,73,59,70,57,65,63,62,50,49,14,61,47,63,52,21,16,12
0,35,77,77,1,2,3,1,183,13,17,12,36,12,11,14,12,35,20,55,50,60,79,51,20,84,34,62,13,36,22,12,45,22,64,9,12,14
0,31,76,76,0,1,2,3,168,72,68,49,81,70,77,80,74,78,80,53,50,60,79,74,69,37,69,59,72,55,55,77,79,71,79,45,50,28
0,28,76,77,0,1,3,1,170,22,16,20,34,18,14,14,11,32,19,47,53,68,75,53,23,77,34,67,14,24,22,11,38,23,56,16,15,14
0,31,76,76,0,2,4,4,123,74,72,56,74,70,77,76,70,72,76,84,68,83,74,78,69,32,73,33,70,65,45,74,77,74,76,48,58,51
0,30,76,76,0,1,3,3,141,69,69,66,76,76,75,64,60,70,77,76,78,87,76,79,79,65,85,59,79,79,33,71,74,61,65,30,22,32
0,24,76,82,0,1,3,1,176,15,16,11,34,11,15,12,12,35,24,43,41,60,67,54,26,81,33,57,15,16,21,16,61,23,57,18,14,10
0,30,75,75,0,1,3,3,150,68,61,62,80,54,65,76,78,76,78,63,42,66,74,72,76,61,70,65,73,80,72,53,75,72,69,62,75,68
0,27,75,75,1,2,4,3,141,70,68,51,78,66,70,79,72,71,78,67,66,76,77,79,73,48,76,58,70,68,68,72,73,70,71,55,65,53
0,33,75,75,0,2,4,3,163,69,64,56,76,74,74,76,74,73,79,61,60,79,77,76,76,60,74,65,70,72,58,68,76,78,80,65,68,63
0,30,75,75,0,2,4,3,176,55,80,72,61,68,67,71,67,42,72,70,72,68,73,72,75,73,74,80,66,57,29,78,65,73,74,39,15,19
0,33,75,75,1,2,2,2,170,49,13,73,60,30,59,58,63,65,65,69,68,61,72,62,78,77,38,78,48,77,75,29,52,43,74,73,77,76
0,31,75,75,0,1,3,4,150,67,70,42,76,68,75,75,72,72,74,74,68,78,70,74,73,45,65,60,71,63,43,71,76,76,73,48,44,34
0,23,75,82,1,1,3,4,128,66,69,47,77,64,73,67,68,69,74,73,68,87,70,90,60,71,70,35,67,38,40,78,79,65,76,23,30,20
0,22,75,80,0,1,3,2,187,50,51,72,70,30,68,32,70,73,75,65,61,67,66,61,69,79,65,74,57,77,77,43,51,41,68,74,77,73
0,20,75,87,0,1,4,4,150,70,65,57,68,65,81,76,57,55,77,87,86,88,75,83,69,72,71,68,67,56,23,73,68,63,80,37,35,28
0,33,75,75,1,2,4,4,168,66,67,51,78,65,79,80,80,75,75,65,57,63,76,42,83,67,72,74,78,66,64,66,76,71,72,60,71,58
0,36,74,74,1,2,2,3,157,86,46,60,78,62,72,82,76,77,77,67,69,76,72,75,72,77,68,66,62,66,72,66,70,50,78,70,73,72
0,24,74,79,1,1,3,3,165,73,48,55,70,62,72,70,70,63,73,79,75,74,70,73,79,69,78,65,69,82,70,66,60,55,66,74,73,74
0,25,74,77,0,1,3,3,168,51,63,59,71,46,74,49,46,68,72,73,74,79,72,76,69,84,92,72,63,76,72,65,70,52,63,64,77,74
0,27,74,74,1,1,3,3,157,48,60,62,76,45,72,69,58,72,73,74,77,73,68,73,71,68,76,73,68,62,71,73,76,47,75,70,70,68
0,25,74,75,1,1,3,4,170,68,68,39,66,66,83,73,76,62,76,84,81,77,68,76,80,65,71,68,76,50,23,71,70,56,71,30,21,19
0,26,74,76,0,1,3,2,168,44,32,68,71,41,65,47,37,69,66,69,66,64,74,61,73,91,83,76,69,87,77,52,57,36,68,73,76,72
0,27,74,74,0,1,4,4,154,71,74,61,72,69,81,81,71,68,77,67,64,67,72,73,77,66,71,68,74,59,35,75,74,70,78,47,42,36
0,30,74,74,1,1,3,2,163,77,59,62,77,49,59,81,80,78,76,69,66,76,65,68,72,80,84,72,71,67,69,57,74,49,64,61,75,72
0,25,74,77,1,1,3,3,196,31,76,76,60,59,69,44,52,41,70,73,74,62,66,70,76,68,72,84,65,78,23,75,56,70,69,35,29,13
0,28,74,74,1,1,3,3,163,77,64,60,77,67,72,73,75,78,72,66,68,68,77,62,79,69,75,70,78,75,50,67,76,79,69,64,71,60
0,21,74,82,0,1,3,3,161,40,58,63,75,52,68,34,52,76,74,71,73,67,68,72,70,74,75,83,65,68,73,56,69,58,68,71,72,67
0,27,74,75,0,1,3,3,143,70,61,56,78,79,70,62,58,73,76,75,70,76,71,92,77,68,86,68,73,75,75,64,72,67,74,61,64,63
0,30,74,74,0,1,3,2,165,58,22,70,59,30,60,65,67,53,61,69,68,66,70,72,57,92,73,76,57,80,76,42,39,45,65,75,73,74
0,29,74,75,0,1,3,1,183,15,12,39,33,13,17,19,11,41,21,48,38,52,69,43,21,65,26,72,11,35,11,17,53,28,65,13,14,13
0,30,74,74,0,1,2,1,187,9,9,9,16,9,8,8,19,15,21,41,42,32,68,45,21,61,31,81,8,41,25,21,72,16,62,11,8,9
0,33,74,74,0,1,3,3,165,64,73,80,66,68,70,60,42,51,69,74,75,74,73,69,75,92,78,78,64,75,30,75,61,74,71,52,13,18
0,26,74,74,0,1,2,3,134,67,68,58,71,64,74,70,69,64,70,91,85,94,74,90,74,63,71,57,67,52,29,71,74,69,70,34,29,27
0,35,74,74,0,1,3,2,170,42,49,72,73,64,42,43,42,69,62,51,50,51,73,66,59,62,74,74,49,69,82,56,62,33,71,78,71,74
0,33,74,74,1,1,2,1,168,11,11,16,36,13,14,11,15,23,13,28,34,53,73,45,23,70,38,67,13,45,26,16,59,11,60,20,13,16
0,21,74,81,0,1,2,3,157,69,41,64,69,40,74,59,39,63,74,78,74,67,72,77,62,67,75,66,53,74,74,59,59,39,68,68,75,74
0,30,74,74,1,1,3,2,168,75,37,64,69,33,75,63,40,52,74,73,77,68,73,61,72,72,85,76,43,74,69,70,58,45,73,68,75,71
0,24,74,79,0,1,5,3,143,75,68,54,79,59,76,80,59,75,76,72,68,78,68,79,68,74,76,56,69,52,51,69,71,59,68,60,47,34
0,34,73,73,1,1,4,3,161,75,76,58,74,75,72,71,75,69,75,75,72,71,63,69,76,75,75,69,75,48,43,77,66,64,61,23,48,46
